NIT,RAZÓN_SOCIAL,SUPERVISOR,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES,GANANCIA_PÉRDIDA,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO
804002832,CENTRAL MOTOR SAS,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,COMERCIO,0.09,0.0,0.02,0.01,0.01
890213074,A.M.V. SAS,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,CONSTRUCCIÓN,0.09,0.0,0.09,0.06,0.03
800205416,PERCOS SA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.05,0.03,0.02
805027337,RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO E.S.E,SUPERSALUD,VALLE,CALI-VALLE,SERVICIOS,0.09,0.0,0.09,0.02,0.07
900255884,SCHNEIDER ELECTRIC SYSTEMS COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.06,0.04,0.02
900100778,EMPRESA DE TRANSPORTE MASIVO ETM SA,SUPERSOCIEDADES,VALLE,CALI-VALLE,SERVICIOS,0.09,0.02,0.05,0.11,-0.06
890929073,Ronelly SAS,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,0.09,0.01,0.05,0.03,0.02
800236801,COMPANIA DE VIGILANCIA Y SEGURIDAD PRIVADA ÁGUILA DE ORO DE COLOMBIA LTDA,SUPERVIGILANCIA,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.01,0.05,0.01,0.04
830136162,DICO TELECOMUNICACIONES SA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,-0.01,0.05,0.03,0.01
900496641,CLINICOS Programas de Atención Integral S.A.S IPS,SUPERSALUD,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.01,0.07,0.05,0.02
800003267,INTERGRAFIC DE OCCIDENTE SAS,SUPERSOCIEDADES,VALLE,PALMIRA-VALLE-VALLE,MANUFACTURA,0.09,0.0,0.1,0.08,0.02
900360800,ATB RIVA CALZONI COLOMBIA,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.09,0.01,0.1,0.06,0.04
800066388,ASEO Y SOSTENIMIENTO Y COMPAÑIA S.A.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.09,0.0,0.02,0.01,0.01
830081824,RHEMA INTERNACIONAL SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.09,0.01,0.05,0.02,0.03
890207543,VENTANAR SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.09,0.0,0.1,0.05,0.05
900127462,GRUPO EMPRESARIAL LA BONANZA SAS,SUPERSOCIEDADES,NARIÑO,PASTO-NARIÑO,COMERCIO,0.09,0.0,0.03,0.03,0.01
901006475,UPS GLOBAL BUSINESS SERVICES COLOMBIA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.09,0.0,0.04,0.02,0.02
830107012,830107012,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.09,0.0,0.02,0.02,0.0
900354034,RESIDERE SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.09,0.0,0.1,0.09,0.01
800186284,ZONA FRANCA DE BARRANQUILLA SA UOZF,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.09,0.02,0.16,0.05,0.11
890300484,PINTURAS ALGRECO S.A.,SUPERSOCIEDADES,VALLE,YUMBO-VALLE-VALLE,MANUFACTURA,0.09,0.0,0.07,0.04,0.03
890104521,LABORATORIOS RETY DE COLOMBIA S.A.S.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,0.09,0.0,0.1,0.04,0.05
816004182,PENTAGRAMA SAS,SUPERSOCIEDADES,RISARALDA,PEREIRA-RISARALDA,MANUFACTURA,0.09,0.01,0.06,0.02,0.03
800210144,IINGENIO MARIA LUISA S.A.,SUPERSOCIEDADES,VALLE,FLORIDA-VALLE-VALLE,MANUFACTURA,0.09,0.01,0.38,0.08,0.3
900959683,agrifeed sas,SUPERSOCIEDADES,MAGDALENA,SITIONUEVO-MAGDALENA-MAGDALENA,MANUFACTURA,0.09,0.0,0.1,0.08,0.02
800095007,IMPORTADORA NIPON,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.09,0.0,0.04,0.03,0.01
900568326,SERVICIOS ESPECIALIZADOS SERVICOL SAS,SUPERSOCIEDADES,QUINDIO,ARMENIA-QUINDIO-QUINDIO,SERVICIOS,0.09,0.0,0.01,0.01,0.01
805002583,FARMACIA DROGUERIA SAN JORGE LTDA DROGUERIA SAN JORGE LTDA,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.09,0.0,0.04,0.01,0.03
900524514,CEVA SALUD ANIMAL SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.0,0.05,0.05,0.01
830080641,PARTEQUIPOS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.06,0.03,0.02
901526965,CORDILLERA AZUL SAS,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,SERVICIOS,0.09,0.09,0.7,0.0,0.7
800180487,INVERSIONES ASG S.A.S.,SUPERSOCIEDADES,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,COMERCIO,0.09,0.0,0.06,0.04,0.02
800037021,Hospital Departamental de Granada - Empresa Social del Meta,SUPERSALUD,META,GRANADA-META,SERVICIOS,0.09,0.01,0.1,0.03,0.07
830501536,FRIGOECOL SAS,SUPERSOCIEDADES,ATLANTICO,MALAMBO-ATLANTICO-ATLANTICO,MANUFACTURA,0.09,0.0,0.03,0.02,0.02
890900650,ORGANIZACION SANTA LUCIA S.A.,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.09,0.01,0.06,0.02,0.04
900918210,PHARMALAB PHL LABORATORIOS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.08,0.05,0.03
800077635,LM INSTRUMENTS SA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.07,0.03,0.05
900596020,GETCOM COLOMBIA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,BELLO-ANTIOQUIA-ANTIOQUIA,SERVICIOS,0.09,0.01,0.13,0.08,0.05
800240718,SU TEMPORAL SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,-0.01,0.02,0.03,-0.0
860517522,CARNAZAS COLOMBIANA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.0,0.01,0.01,0.0
901172312,FRSHCOLOMBIA INTERNATIONAL SAS,SUPERSOCIEDADES,ANTIOQUIA,RIONEGRO-ANTIOQUIA-ANTIOQUIA,MANUFACTURA,0.09,0.0,0.01,0.01,0.0
801000091,INDUSTRIAS DOFI SAS,SUPERSOCIEDADES,QUINDIO,ARMENIA-QUINDIO-QUINDIO,MANUFACTURA,0.09,0.01,0.07,0.02,0.04
900098340,TECHNOLOGY STORE 2006 SAS,SUPERSOCIEDADES,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.09,0.0,0.03,0.02,0.01
800024711,COMERCIALIZADORA QUANTTO SA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.05,0.02,0.03
900462508,COMERCIALIZADORA CBB SAS,SUPERSOCIEDADES,ARAUCA,ARAUCA-ARAUCA-ARAUCA,COMERCIO,0.09,0.0,0.06,0.03,0.03
830001133,CHEVYPLA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.02,0.41,0.36,0.05
900514667,PROCAL CONSTRUCTORES SAS,SUPERSOCIEDADES,CAUCA,POPAYAN-CAUCA,CONSTRUCCIÓN,0.09,0.0,0.09,0.07,0.02
900062741,lacteos el galan sa,SUPERSOCIEDADES,ANTIOQUIA,ENTRERRIOS-ANTIOQUIA-ANTIOQUIA,MANUFACTURA,0.09,0.0,0.01,0.01,0.01
891409006,GERMAN GAVIRIA SAS DISTRIMOTOS,SUPERSOCIEDADES,RISARALDA,PEREIRA-RISARALDA,COMERCIO,0.09,0.0,0.03,0.02,0.01
900748981,DISTRIBUIDORA CERVELLANO SAS,SUPERSOCIEDADES,GUAVIARE,SAN-JOSE-DEL-GUAVIARE-GUAVIARE-GUAVIARE,COMERCIO,0.09,0.0,0.0,0.0,0.0
830075684,rentandes S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.2,0.14,0.06
830046068,GE ENERGÍAS RENOVAVEIS LTDA.  SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.09,0.0,0.11,0.08,0.03
900024852,CENTRO DE ABASTOS AGROPECUARIOS S.A.S.,SUPERSOCIEDADES,CUNDINAMARCA,COTA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.09,0.0,0.02,0.02,0.01
901147970,INVERSIONES ABINBEV COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.09,0.19,0.0,0.19
900540694,FOODBOX SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.0,0.02,0.02,0.01
830053755,MEDINISTROS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.07,0.04,0.03
901255144,SOLVENTA COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.07,0.05,0.02
900078163,MANUFACTURAS SAS MATECSA,SUPERSOCIEDADES,CUNDINAMARCA,MOSQUERA-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.09,0.0,0.05,0.02,0.03
900530506,GLOBAL SERVICIOS TEMPORALES SAS,SUPERSOCIEDADES,CUNDINAMARCA,MOSQUERA-CUNDINAMARCA-CUNDINAMARCA,SERVICIOS,0.09,0.0,0.01,0.01,0.0
900394912,RINCON CASH SAS,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,COMERCIO,0.09,0.01,0.02,0.01,0.01
805030454,CONINGENIERIA S.A.S.,SUPERSOCIEDADES,VALLE,CALI-VALLE,CONSTRUCCIÓN,0.09,0.0,0.04,0.02,0.02
900413541,BLEC SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.09,0.0,0.01,0.0,0.01
900057522,MEDIAWISE SOLUTIONS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.04,0.03,0.01
890304345,ELECTRICOS DEL VALLE SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.09,0.0,0.05,0.04,0.01
900900155,CENTRO DE CUIDADOS CARDIONEUROVASCULARES PABON SAS,SUPERSALUD,NARIÑO,PASTO-NARIÑO,SERVICIOS,0.09,0.0,0.06,0.03,0.03
900864596,TU ALIANZA S.A.S.,SUPERSOCIEDADES,CUNDINAMARCA,MADRID-CUNDINAMARCA-CUNDINAMARCA,SERVICIOS,0.09,0.0,0.01,0.01,0.0
901580796,CONSECIONARIA RUTA BOGOTÁ NORTE S.A.S,SUPERTRANSPORTE,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.09,-0.02,0.79,0.81,-0.02
900384349,GESTO AGRO SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.09,0.0,0.06,0.03,0.02
900385512,PDEACERO ZONA FRANCA SAS,SUPERSOCIEDADES,CAUCA,CALOTO-CAUCA-CAUCA,MANUFACTURA,0.09,0.01,0.08,0.01,0.07
900407235,"NEO DOMUS, SUCURSAL COLOMBIA",SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.47,0.47,-0.0
900396176,MNEMO COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.05,0.03,0.02
890301951,LIBRERIA NACIONALSAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.09,-0.0,0.08,0.03,0.05
830040872,ACTIVIDADES DE INSTALACIONES Y SERVICIOS COBRA SA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.09,0.0,0.06,0.05,0.01
800004228,SARY S.A.S,SUPERSOCIEDADES,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA-ANTIOQUIA,MANUFACTURA,0.09,0.01,0.04,0.01,0.03
890918272,ACEROS INDUSTRIALES S.A.S EN REORGANIZACION,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA-ANTIOQUIA,MANUFACTURA,0.09,0.0,0.05,0.05,0.0
899999049,ALMAGRARIO SA EN REORGANIZACION,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.22,0.13,0.08
900563232,TERMOMORICHAL SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.03,0.31,0.08,0.23
830027558,IMEVI SAS,SUPERSALUD,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.03,0.03,0.0
900405835,FLEISCHMANN COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",CONSTRUCCIÓN,0.09,0.0,0.04,0.02,0.01
800047821,Supermercado Agropecario  SAS,SUPERSOCIEDADES,VALLE,BUGA-VALLE-VALLE,COMERCIO,0.09,0.0,0.03,0.01,0.01
815004320,PLASTIC FILMS INTERNACIONAL SA,SUPERSOCIEDADES,VALLE,PALMIRA-VALLE-VALLE,MANUFACTURA,0.09,0.0,0.07,0.05,0.03
800205914,SOLUCIONES INTEGRALES UNION SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.09,0.04,0.05
900594521,Endava Colombia S.A.S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.09,0.0,0.04,0.02,0.02
800130890,DISTRIALGUSTO SAS,SUPERSOCIEDADES,SANTANDER,GIRON-SANTANDER,COMERCIO,0.09,0.0,0.04,0.03,0.01
900407111,GENCELL PHARMA S.A.S,SUPERSALUD,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.09,0.01,0.08
811038832,INGEMA S.A.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,0.09,0.0,0.05,0.04,0.02
901383010,UCIS DE COLOMBIA S.A.S.,SUPERSALUD,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,SERVICIOS,0.09,0.04,0.14,0.01,0.13
890705018,SIERRA PINEDA SAS,SUPERSOCIEDADES,TOLIMA,IBAGUE-TOLIMA,COMERCIO,0.09,0.0,0.07,0.03,0.04
830093741,FANTASY FLOWER S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",AGROPECUARIO,0.09,0.01,0.19,0.14,0.05
805021170,AG TEX GROUP S.A.S.,SUPERSOCIEDADES,VALLE,YUMBO-VALLE-VALLE,MANUFACTURA,0.09,0.0,0.04,0.03,0.01
890701718,HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR EMPRESA SOCIAL DEL ESTADO,SUPERSALUD,TOLIMA,LIBANO-TOLIMA,SERVICIOS,0.09,0.0,0.08,0.02,0.06
890801099,ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS,SUPERSALUD,CALDAS,MANIZALES-CALDAS-CALDAS,SERVICIOS,0.09,0.01,0.15,0.02,0.13
890927276,mejia acevedo s.a.s.,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA-ANTIOQUIA,CONSTRUCCIÓN,0.09,0.0,0.04,0.03,0.02
900505906,ALUMINUN  & GLASS PRODUCTS SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.09,0.01,0.05,0.04,0.01
860002119,HUNTER DOUGLAS DE COLOMBIA SAS,SUPERSOCIEDADES,CUNDINAMARCA,TENJO-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.09,0.02,0.1,0.07,0.03
900325884,COMERCIALIZADORA GOYJUL SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.0,0.04,0.02,0.02
900184576,AUSCOL SA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.0,0.09,0.08,0.01
901241091,PUERTOMAR ZOMAC SAS,SUPERSOCIEDADES,NARIÑO,IPIALES-NARINO-NARIÑO,COMERCIO,0.09,0.0,0.03,0.02,0.01
811027885,COLPLAST SAS,SUPERSOCIEDADES,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA-ANTIOQUIA,MANUFACTURA,0.09,0.0,0.07,0.04,0.03
830119051,AXESS NETWORKS SOLUTIONS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.03,0.12,0.05,0.06
900025740,MICROHOME SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.0,0.03,0.02,0.01
900603554,STEN COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.03,0.1,0.08,0.03
824003724,REYES LOPEZ SAS,SUPERSOCIEDADES,CESAR,VALLEDUPAR-CESAR-CESAR,COMERCIO,0.09,0.0,0.02,0.01,0.01
800236772,ACUMULADORES DUNCAN SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.09,0.01,0.04,0.03,0.01
830055625,JAS FORWARDING DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.03,0.01,0.02
802001223,EQUIPOS DEL NORTE SA,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.09,0.01,0.16,0.07,0.09
860046645,PRICEWATERHOUSECOOPERS ASESORES GERENCIALES SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.07,0.04,0.03
900507099,SU ALIADO LABORAL SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.09,0.0,0.01,0.01,0.0
860074752,SEGURIDAD ATEMPI LTDA,SUPERVIGILANCIA,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.09,0.0,0.03,0.02,0.01
901161983,AGROSURA SAS ZOMAC,SUPERSOCIEDADES,ANTIOQUIA,SALGAR-ANTIOQUIA-ANTIOQUIA,AGROPECUARIO,0.08,0.0,0.19,0.05,0.15
900474049,ARROZ BARICHARA SAS,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,MANUFACTURA,0.08,0.0,0.03,0.02,0.01
830091965,BAGGRIT DE COLOMBIA SA,SUPERSOCIEDADES,CUNDINAMARCA,FUNZA-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.08,0.02,0.06,0.02,0.04
900652085,CAMPOFRESCO ALIMENTOS SAS,SUPERSOCIEDADES,VALLE,CANDELARIA-VALLE-VALLE,COMERCIO,0.08,0.01,0.04,0.03,0.0
900335241,GRUPO MIS SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,CUNDINAMARCA,COTA-CUNDINAMARCA-CUNDINAMARCA,SERVICIOS,0.08,0.0,0.03,0.03,-0.0
900725152,GRANOS Y ALIMENTOS DE COLOMBIA SAS,SUPERSOCIEDADES,ATLANTICO,GALAPA-ATLANTICO-ATLANTICO,COMERCIO,0.08,0.0,0.05,0.04,0.02
900895205,ROCOL INTERNATIONAL SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.08,0.01,0.12,0.1,0.03
900013663,TRS PARTES SA,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.08,0.01,0.05,0.02,0.03
805007280,ALADDIN HOTEL & CASINO SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,SERVICIOS,0.08,0.01,0.09,0.05,0.04
891105138,VARISUR S.A.S,SUPERSOCIEDADES,HUILA,NEIVA-HUILA,MINERO,0.08,0.01,0.08,0.02,0.06
830129426,WODEN COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.01,0.05,0.03,0.02
900702026,DISTRIBUIDORA CARTONERA NACIONAL SAS,SUPERSOCIEDADES,CUNDINAMARCA,FUNZA-CUNDINAMARCA-CUNDINAMARCA,COMERCIO,0.08,0.0,0.04,0.04,0.0
890938755,CI FLORES DE LA VEGA SAS,SUPERSOCIEDADES,ANTIOQUIA,RIONEGRO-ANTIOQUIA-ANTIOQUIA,AGROPECUARIO,0.08,0.0,0.08,0.04,0.04
800188557,ALMACENADORES Y COMERCIO EXTERIOR SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.0,0.07,0.04,0.03
890801763,SEGAR S.A,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.06,0.02,0.05
890208758,CLINICA MATERNO INFANTIL  SAN LUIS S.A,SUPERSALUD,SANTANDER,BUCARAMANGA-SANTANDER,SERVICIOS,0.08,0.0,0.09,0.04,0.04
830074214,ALIANZAS Y/O INDUSTRIAS ALTA PUREZA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MANUFACTURA,0.08,0.01,0.05,0.03,0.02
900296536,KLYM S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,-0.06,0.22,0.24,-0.02
900611617,AMBIOCOM SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,0.08,-0.0,0.06,0.04,0.02
830077981,EDITORIAL PLANETA COLOMBIANA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.0,0.07,0.04,0.03
832011156,INVERSIONES MILENIUM SAS,SUPERSOCIEDADES,CUNDINAMARCA,CHIA-CUNDINAMARCA-CUNDINAMARCA,CONSTRUCCIÓN,0.08,0.0,0.04,0.03,0.02
900387207,PETROTECH DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MINERO,0.08,0.01,0.06,0.04,0.02
800203758,CHT COLOMBIANA LTDA.,SUPERSOCIEDADES,ANTIOQUIA,SABANETA-ANTIOQUIA-ANTIOQUIA,COMERCIO,0.08,0.01,0.06,0.02,0.04
900841977,SOLUTIONS 2 GO COLOMBIA LLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.05,0.04,0.01
901085013,IBEROAMERICANA DE HIDROCARBUROS ENERGY COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",MINERO,0.08,0.04,0.3,0.13,0.16
800210556,PASAR EXPRESS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.02,0.05,0.02,0.02
800252589,VERTIV COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,-0.0,0.05,0.03,0.02
900161367,POCHTECA COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.05,0.02,0.03
800118660,ARKOS SISTEMAS ARQUITECTONICOS SA,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.06,0.02,0.04
800049083,NUTRICION Y RECURSOS DE COLOMBIA SA,SUPERSOCIEDADES,CUNDINAMARCA,CHIA-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.08,0.0,0.02,0.01,0.01
891180026,E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON,SUPERSALUD,HUILA,GARZON-HUILA,SERVICIOS,0.08,0.0,0.14,0.08,0.06
800064784,KENZO JEANS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.01,0.1,0.03,0.07
900399437,Atos It Solutions and Services SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",SERVICIOS,0.08,0.01,0.04,0.03,0.0
901061961,SEVEN SEAS SAS,SUPERSOCIEDADES,BOGOTA D.C.,"BOGOTA, D.C.-BOGOTA D.C.",COMERCIO,0.08,0.0,0.03,0.02,0.01
901411839,C.I. ALPHA GRUPO SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.08,0.0,0.0,0.0,0.0
